algorithm,protocol_model,inv_no,result,states,time
BFS,TL-C_In_S_nodata,inv_1,Found,1,2.75
BFS,TL-C_In_S_nodata,inv_2,Found,1197,2.75
BFS,TL-C_In_S_nodata,inv_3,Found,1133,3.28
BFS,TL-C_In_S_nodata,inv_4,Found,443,3.38
BFS,TL-C_In_S_nodata,inv_5,Found,1881,3.31
BFS,TL-C_In_S_nodata,inv_6,Found,1985,3.33
BFS,TL-C_In_S_nodata,inv_7,Found,34828,3.82
BFS,TL-C_In_S_nodata,inv_8,Found,1015,3.51
BFS,TL-C_In_S_nodata,inv_9,Found,861,3.28
BFS,TL-C_In_S_nodata,inv_10,Found,290,3.19
BFS,TL-C_In_S_nodata,inv_11,Found,1423,3.32
BFS,TL-C_In_S_nodata,inv_12,Found,1678,3.44
BFS,TL-C_In_S_nodata,inv_13,Found,27831,3.68
BFS,TL-C_In_S_nodata,inv_14,Found,42,3.33
BFS,TL-C_In_S_nodata,inv_15,Found,531,3.31
BFS,TL-C_In_S_nodata,inv_16,Found,1317,3.26
BFS,TL-C_In_S_nodata,inv_17,Found,1311,3.37
BFS,TL-C_In_S_nodata,inv_18,Found,6562,3.40
BFS,TL-C_In_S_nodata,inv_19,Found,502,3.31
BFS,TL-C_In_S_nodata,inv_20,Found,1287,3.38
BFS,TL-C_In_S_nodata,inv_21,Found,1248,3.38
BFS,TL-C_In_S_nodata,inv_22,Found,6231,2.87
BFS,TL-C_In_S_nodata,inv_23,Found,3617,3.37
BFS,TL-C_In_S_nodata,inv_24,Found,10483,3.47
BFS,TL-C_In_S_nodata,inv_25,Found,10477,3.40
BFS,TL-C_In_S_nodata,inv_26,Found,38692,3.56
BFS,TL-C_In_S_nodata,inv_27,Found,10748,3.47
BFS,TL-C_In_S_nodata,inv_28,Found,26162,3.65
BFS,TL-C_In_S_nodata,inv_29,Found,26156,5.62
BFS,TL-C_In_S_nodata,inv_30,Found,84744,3.69
BFS,TL-C_In_S_nodata,inv_31,Found,10409,3.42
BFS,TL-C_In_S_nodata,inv_32,Found,25452,4.77
BFS,TL-C_In_S_nodata,inv_33,Found,25446,3.04
BFS,TL-C_In_S_nodata,inv_34,Found,82839,4.63
BFS,TL-C_In_S_nodata,inv_35,Found,38402,4.03
BFS,TL-C_In_S_nodata,inv_36,Found,82766,4.67
BFS,TL-C_In_S_nodata,inv_37,Found,82760,4.87
BFS,TL-C_In_S_nodata,inv_38,Found,230360,7.30
BFS,TL-C_In_S_data,inv_1,Found,1,3.29
BFS,TL-C_In_S_data,inv_2,Found,1197,3.29
BFS,TL-C_In_S_data,inv_3,Found,1133,3.25
BFS,TL-C_In_S_data,inv_4,Found,443,3.17
BFS,TL-C_In_S_data,inv_5,Found,1887,3.40
BFS,TL-C_In_S_data,inv_6,Found,1993,3.27
BFS,TL-C_In_S_data,inv_7,Found,45325,5.51
BFS,TL-C_In_S_data,inv_8,Found,1015,2.72
BFS,TL-C_In_S_data,inv_9,Found,861,3.44
BFS,TL-C_In_S_data,inv_10,Found,290,2.96
BFS,TL-C_In_S_data,inv_11,Found,1425,3.55
BFS,TL-C_In_S_data,inv_12,Found,1682,3.40
BFS,TL-C_In_S_data,inv_13,Found,34844,3.84
BFS,TL-C_In_S_data,inv_14,Found,42,3.27
BFS,TL-C_In_S_data,inv_15,Found,531,3.26
BFS,TL-C_In_S_data,inv_16,Found,1317,3.23
BFS,TL-C_In_S_data,inv_17,Found,1311,3.23
BFS,TL-C_In_S_data,inv_18,Found,6946,3.38
BFS,TL-C_In_S_data,inv_19,Found,502,3.23
BFS,TL-C_In_S_data,inv_20,Found,1287,2.75
BFS,TL-C_In_S_data,inv_21,Found,1248,3.30
BFS,TL-C_In_S_data,inv_22,Found,6615,3.37
BFS,TL-C_In_S_data,inv_23,Found,3697,3.36
BFS,TL-C_In_S_data,inv_24,Found,11691,3.42
BFS,TL-C_In_S_data,inv_25,Found,11685,2.80
BFS,TL-C_In_S_data,inv_26,Found,49876,4.12
BFS,TL-C_In_S_data,inv_27,Found,11956,3.99
BFS,TL-C_In_S_data,inv_28,Found,32118,3.87
BFS,TL-C_In_S_data,inv_29,Found,32112,3.83
BFS,TL-C_In_S_data,inv_30,Found,118198,5.50
BFS,TL-C_In_S_data,inv_31,Found,11617,3.50
BFS,TL-C_In_S_data,inv_32,Found,31408,3.80
BFS,TL-C_In_S_data,inv_33,Found,31402,3.82
BFS,TL-C_In_S_data,inv_34,Found,116293,5.49
BFS,TL-C_In_S_data,inv_35,Found,49586,4.16
BFS,TL-C_In_S_data,inv_36,Found,116220,5.24
BFS,TL-C_In_S_data,inv_37,Found,116214,5.39
BFS,TL-C_In_S_data,inv_38,Found,360644,8.33
BFS,TL-C_NonIn_S_nodata,inv_1,Found,1,2.78
BFS,TL-C_NonIn_S_nodata,inv_2,Found,4652,2.83
BFS,TL-C_NonIn_S_nodata,inv_3,Found,4093,3.34
BFS,TL-C_NonIn_S_nodata,inv_4,Found,4614,3.38
BFS,TL-C_NonIn_S_nodata,inv_5,Found,27896,3.76
BFS,TL-C_NonIn_S_nodata,inv_6,Found,3809,3.67
BFS,TL-C_NonIn_S_nodata,inv_7,Found,4505,3.41
BFS,TL-C_NonIn_S_nodata,inv_8,Found,168558,6.17
BFS,TL-C_NonIn_S_nodata,inv_9,Found,168520,6.56
BFS,TL-C_NonIn_S_nodata,inv_10,Found,532442,13.54
BFS,TL-C_NonIn_S_nodata,inv_11,Found,3293,3.40
BFS,TL-C_NonIn_S_nodata,inv_12,Found,4311,2.84
BFS,TL-C_NonIn_S_nodata,inv_13,Found,161449,6.36
BFS,TL-C_NonIn_S_nodata,inv_14,Found,161411,5.93
BFS,TL-C_NonIn_S_nodata,inv_15,Found,506605,12.69
BFS,TL-C_NonIn_S_nodata,inv_16,Found,25898,3.09
BFS,TL-C_NonIn_S_nodata,inv_17,Found,515167,13.88
BFS,TL-C_NonIn_S_nodata,inv_18,Found,515129,13.03
BFS,TL-C_NonIn_S_nodata,inv_19,Found,1586895,31.51
BFS,TL-C_NonIn_S_nodata,inv_20,Found,2614,3.34
BFS,TL-C_NonIn_S_nodata,inv_21,Found,890,3.15
BFS,TL-C_NonIn_S_nodata,inv_22,Found,2581,3.08
BFS,TL-C_NonIn_S_nodata,inv_23,Found,2563,3.53
BFS,TL-C_NonIn_S_nodata,inv_24,Found,15775,3.56
BFS,TL-C_NonIn_S_nodata,inv_25,Found,45934,4.45
BFS,TL-C_NonIn_S_nodata,inv_26,Found,112732,5.23
BFS,TL-C_NonIn_S_nodata,inv_27,Found,112714,5.39
BFS,TL-C_NonIn_S_nodata,inv_28,Found,363853,11.02
BFS,TL-C_NonIn_S_nodata,inv_29,Found,44068,4.06
BFS,TL-C_NonIn_S_nodata,inv_30,Found,108101,5.32
BFS,TL-C_NonIn_S_nodata,inv_31,Found,108083,6.10
BFS,TL-C_NonIn_S_nodata,inv_32,Found,347002,12.22
BFS,TL-C_NonIn_S_nodata,inv_33,Found,163171,6.35
BFS,TL-C_NonIn_S_nodata,inv_34,Found,352111,10.10
BFS,TL-C_NonIn_S_nodata,inv_35,Found,352093,9.51
BFS,TL-C_NonIn_S_nodata,inv_36,Found,1096494,22.90
BFS,TL-C_NonIn_S_nodata,inv_37,Found,2290,2.92
BFS,TL-C_NonIn_S_nodata,inv_38,Found,2137,2.84
BFS,TL-C_NonIn_S_nodata,inv_39,Found,758,3.33
BFS,TL-C_NonIn_S_nodata,inv_40,Found,3840,3.44
BFS,TL-C_NonIn_S_nodata,inv_41,Found,4113,3.35
BFS,TL-C_NonIn_S_nodata,inv_42,Found,96291,4.76
BFS,TL-C_NonIn_S_nodata,inv_43,Found,843,3.28
BFS,TL-C_NonIn_S_nodata,inv_44,Found,44751,4.04
BFS,TL-C_NonIn_S_nodata,inv_45,Found,44713,3.30
BFS,TL-C_NonIn_S_nodata,inv_46,Found,164827,6.65
BFS,TL-C_NonIn_S_nodata,inv_47,Found,2505,3.33
BFS,TL-C_NonIn_S_nodata,inv_48,Found,113088,5.44
BFS,TL-C_NonIn_S_nodata,inv_49,Found,113050,7.66
BFS,TL-C_NonIn_S_nodata,inv_50,Found,365801,10.54
BFS,TL-C_NonIn_S_nodata,inv_51,Found,2407,3.32
BFS,TL-C_NonIn_S_nodata,inv_52,Found,109261,5.36
BFS,TL-C_NonIn_S_nodata,inv_53,Found,109223,5.31
BFS,TL-C_NonIn_S_nodata,inv_54,Found,352763,10.24
BFS,TL-C_NonIn_S_nodata,inv_55,Found,14642,3.87
BFS,TL-C_NonIn_S_nodata,inv_56,Found,352430,10.07
BFS,TL-C_NonIn_S_nodata,inv_57,Found,352392,10.08
BFS,TL-C_NonIn_S_nodata,inv_58,Found,1098282,24.43
BFS,TL-C_NonIn_S_nodata,inv_59,Found,8166,3.48
BFS,TL-C_NonIn_S_nodata,inv_60,Found,26642,4.16
BFS,TL-C_NonIn_S_nodata,inv_61,Found,26624,3.80
BFS,TL-C_NonIn_S_nodata,inv_62,Found,110063,6.14
BFS,TL-C_NonIn_S_nodata,inv_63,Found,27458,3.74
BFS,TL-C_NonIn_S_nodata,inv_64,Found,73581,4.47
BFS,TL-C_NonIn_S_nodata,inv_65,Found,73563,4.41
BFS,TL-C_NonIn_S_nodata,inv_66,Found,249471,7.42
BFS,TL-C_NonIn_S_nodata,inv_67,Found,26458,3.71
BFS,TL-C_NonIn_S_nodata,inv_68,Found,71066,4.45
BFS,TL-C_NonIn_S_nodata,inv_69,Found,71048,4.36
BFS,TL-C_NonIn_S_nodata,inv_70,Found,240776,7.47
BFS,TL-C_NonIn_S_nodata,inv_71,Found,109169,5.29
BFS,TL-C_NonIn_S_nodata,inv_72,Found,240573,7.76
BFS,TL-C_NonIn_S_nodata,inv_73,Found,240555,7.83
BFS,TL-C_NonIn_S_nodata,inv_74,Found,754011,15.39
BFS,TL-C_NonIn_S_nodata,inv_75,Found,1860,3.49
BFS,TL-C_NonIn_S_nodata,inv_76,Found,1498,3.41
BFS,TL-C_NonIn_S_nodata,inv_77,Found,542,3.48
BFS,TL-C_NonIn_S_nodata,inv_78,Found,2671,3.41
BFS,TL-C_NonIn_S_nodata,inv_79,Found,3330,3.39
BFS,TL-C_NonIn_S_nodata,inv_80,Found,76053,4.71
BFS,TL-C_NonIn_S_nodata,inv_81,Found,17983,3.59
BFS,TL-C_NonIn_S_nodata,inv_82,Found,111178,5.20
BFS,TL-C_NonIn_S_nodata,inv_83,Found,110842,5.34
BFS,TL-C_NonIn_S_nodata,inv_84,Found,358582,10.29
BFS,TL-C_NonIn_S_nodata,inv_85,Found,112066,5.45
BFS,TL-C_NonIn_S_nodata,inv_86,Found,770528,20.32
BFS,TL-C_NonIn_S_nodata,inv_87,Found,770490,17.53
BFS,TL-C_NonIn_S_nodata,inv_88,Found,2329290,52.14
BFS,TL-C_NonIn_S_nodata,inv_89,Found,105711,5.14
BFS,TL-C_NonIn_S_nodata,inv_90,Found,713022,16.19
BFS,TL-C_NonIn_S_nodata,inv_91,Found,712984,17.78
BFS,TL-C_NonIn_S_nodata,inv_92,Found,2134442,38.83
BFS,TL-C_NonIn_S_nodata,inv_93,Found,337083,9.64
BFS,TL-C_NonIn_S_nodata,inv_94,Found,2134110,46.23
BFS,TL-C_NonIn_S_nodata,inv_95,Found,2134072,43.74
BFS,TL-C_NonIn_S_nodata,inv_96,Found,6040965,126.89
BFS,TL-C_NonIn_S_nodata,inv_97,Found,26796,3.79
BFS,TL-C_NonIn_S_nodata,inv_98,Found,72280,4.45
BFS,TL-C_NonIn_S_nodata,inv_99,Found,72055,3.71
BFS,TL-C_NonIn_S_nodata,inv_100,Found,244648,8.08
BFS,TL-C_NonIn_S_nodata,inv_101,Found,246530,8.24
BFS,TL-C_NonIn_S_nodata,inv_102,Found,527543,13.03
BFS,TL-C_NonIn_S_nodata,inv_103,Found,527525,14.09
BFS,TL-C_NonIn_S_nodata,inv_104,Found,1621714,33.14
BFS,TL-C_NonIn_S_nodata,inv_105,Found,231326,7.94
BFS,TL-C_NonIn_S_nodata,inv_106,Found,490498,13.36
BFS,TL-C_NonIn_S_nodata,inv_107,Found,490480,16.16
BFS,TL-C_NonIn_S_nodata,inv_108,Found,1489177,30.00
BFS,TL-C_NonIn_S_nodata,inv_109,Found,712930,16.43
BFS,TL-C_NonIn_S_nodata,inv_110,Found,1488974,31.71
BFS,TL-C_NonIn_S_nodata,inv_111,Found,1488956,33.10
BFS,TL-C_NonIn_S_nodata,inv_112,Found,4303060,84.42
BFS,TL-C_NonIn_S_nodata,inv_113,Found,25793,3.76
BFS,TL-C_NonIn_S_nodata,inv_114,Found,231606,8.01
BFS,TL-C_NonIn_S_nodata,inv_115,Found,231595,9.67
BFS,TL-C_NonIn_S_nodata,inv_116,Found,713985,17.33
BFS,TL-C_NonIn_S_nodata,inv_117,Found,72956,4.55
BFS,TL-C_NonIn_S_nodata,inv_118,Found,527546,13.66
BFS,TL-C_NonIn_S_nodata,inv_119,Found,527532,14.82
BFS,TL-C_NonIn_S_nodata,inv_120,Found,1621784,31.84
BFS,TL-C_NonIn_S_nodata,inv_121,Found,68911,4.50
BFS,TL-C_NonIn_S_nodata,inv_122,Found,490501,11.78
BFS,TL-C_NonIn_S_nodata,inv_123,Found,490487,12.40
BFS,TL-C_NonIn_S_nodata,inv_124,Found,1489247,31.46
BFS,TL-C_NonIn_S_nodata,inv_125,Found,231310,7.97
BFS,TL-C_NonIn_S_nodata,inv_126,Found,1488977,34.26
BFS,TL-C_NonIn_S_nodata,inv_127,Found,1488963,30.03
BFS,TL-C_NonIn_S_nodata,inv_128,Found,4303130,66.78
BFS,TL-C_NonIn_S_nodata,inv_129,Found,69037,4.65
BFS,TL-C_NonIn_S_nodata,inv_130,Found,157867,6.43
BFS,TL-C_NonIn_S_nodata,inv_131,Found,157862,7.46
BFS,TL-C_NonIn_S_nodata,inv_132,Found,491091,13.40
BFS,TL-C_NonIn_S_nodata,inv_133,Found,167476,6.58
BFS,TL-C_NonIn_S_nodata,inv_134,Found,360832,9.59
BFS,TL-C_NonIn_S_nodata,inv_135,Found,360825,10.60
BFS,TL-C_NonIn_S_nodata,inv_136,Found,1121296,25.33
BFS,TL-C_NonIn_S_nodata,inv_137,Found,157652,6.45
BFS,TL-C_NonIn_S_nodata,inv_138,Found,337116,10.16
BFS,TL-C_NonIn_S_nodata,inv_139,Found,337109,7.65
BFS,TL-C_NonIn_S_nodata,inv_140,Found,1033174,23.72
BFS,TL-C_NonIn_S_nodata,inv_141,Found,490451,13.43
BFS,TL-C_NonIn_S_nodata,inv_142,Found,1033024,21.50
BFS,TL-C_NonIn_S_nodata,inv_143,Found,1033017,24.94
BFS,TL-C_NonIn_S_nodata,inv_144,Found,3040755,66.65
BFS,TL-C_NonIn_S_nodata,inv_145,Found,2315,3.34
BFS,TL-C_NonIn_S_nodata,inv_146,Found,2173,3.41
BFS,TL-C_NonIn_S_nodata,inv_147,Found,1913,3.47
BFS,TL-C_NonIn_S_nodata,inv_148,Found,1571,3.39
BFS,TL-C_NonIn_S_nodata,inv_149,Found,1342,3.45
BFS,TL-C_NonIn_S_nodata,inv_150,Found,1263,2.91
BFS,TL-C_NonIn_S_nodata,inv_151,Found,446,3.36
BFS,TL-C_NonIn_S_nodata,inv_152,Found,2204,3.46
BFS,TL-C_NonIn_S_nodata,inv_153,Found,2335,3.48
BFS,TL-C_NonIn_S_nodata,inv_154,Found,63141,4.48
BFS,TL-C_NonIn_S_nodata,inv_155,Found,1119,3.35
BFS,TL-C_NonIn_S_nodata,inv_156,Found,930,3.44
BFS,TL-C_NonIn_S_nodata,inv_157,Found,291,3.36
BFS,TL-C_NonIn_S_nodata,inv_158,Found,1628,3.35
BFS,TL-C_NonIn_S_nodata,inv_159,Found,1950,3.34
BFS,TL-C_NonIn_S_nodata,inv_160,Found,49490,4.17
BFS,TL-C_NonIn_S_nodata,inv_161,Found,42,3.41
BFS,TL-C_NonIn_S_nodata,inv_162,Found,2584,3.39
BFS,TL-C_NonIn_S_nodata,inv_163,Found,2570,3.41
BFS,TL-C_NonIn_S_nodata,inv_164,Found,15846,3.57
BFS,TL-C_NonIn_S_nodata,inv_165,Found,2519,3.41
BFS,TL-C_NonIn_S_nodata,inv_166,Found,112735,5.33
BFS,TL-C_NonIn_S_nodata,inv_167,Found,112721,5.51
BFS,TL-C_NonIn_S_nodata,inv_168,Found,363923,9.57
BFS,TL-C_NonIn_S_nodata,inv_169,Found,2432,3.38
BFS,TL-C_NonIn_S_nodata,inv_170,Found,108104,5.20
BFS,TL-C_NonIn_S_nodata,inv_171,Found,108090,5.37
BFS,TL-C_NonIn_S_nodata,inv_172,Found,347072,9.48
BFS,TL-C_NonIn_S_nodata,inv_173,Found,14924,3.59
BFS,TL-C_NonIn_S_nodata,inv_174,Found,352114,9.32
BFS,TL-C_NonIn_S_nodata,inv_175,Found,352100,10.26
BFS,TL-C_NonIn_S_nodata,inv_176,Found,1096564,25.80
BFS,TL-C_NonIn_S_nodata,inv_177,Found,538,3.26
BFS,TL-C_NonIn_S_nodata,inv_178,Found,1489,3.39
BFS,TL-C_NonIn_S_nodata,inv_179,Found,1482,3.38
BFS,TL-C_NonIn_S_nodata,inv_180,Found,8608,3.47
BFS,TL-C_NonIn_S_nodata,inv_181,Found,27383,3.76
BFS,TL-C_NonIn_S_nodata,inv_182,Found,73382,4.60
BFS,TL-C_NonIn_S_nodata,inv_183,Found,73375,4.61
BFS,TL-C_NonIn_S_nodata,inv_184,Found,248361,7.55
BFS,TL-C_NonIn_S_nodata,inv_185,Found,26261,3.89
BFS,TL-C_NonIn_S_nodata,inv_186,Found,70401,4.58
BFS,TL-C_NonIn_S_nodata,inv_187,Found,70394,4.62
BFS,TL-C_NonIn_S_nodata,inv_188,Found,237429,8.14
BFS,TL-C_NonIn_S_nodata,inv_189,Found,109103,5.28
BFS,TL-C_NonIn_S_nodata,inv_190,Found,240403,9.36
BFS,TL-C_NonIn_S_nodata,inv_191,Found,240396,8.03
BFS,TL-C_NonIn_S_nodata,inv_192,Found,752989,18.18
BFS,TL-C_NonIn_S_nodata,inv_193,Found,507,3.47
BFS,TL-C_NonIn_S_nodata,inv_194,Found,26645,3.91
BFS,TL-C_NonIn_S_nodata,inv_195,Found,26631,3.78
BFS,TL-C_NonIn_S_nodata,inv_196,Found,110133,5.36
BFS,TL-C_NonIn_S_nodata,inv_197,Found,1454,3.35
BFS,TL-C_NonIn_S_nodata,inv_198,Found,73584,4.67
BFS,TL-C_NonIn_S_nodata,inv_199,Found,73570,4.46
BFS,TL-C_NonIn_S_nodata,inv_200,Found,249541,8.05
BFS,TL-C_NonIn_S_nodata,inv_201,Found,1406,3.34
BFS,TL-C_NonIn_S_nodata,inv_202,Found,71069,4.75
BFS,TL-C_NonIn_S_nodata,inv_203,Found,71055,4.54
BFS,TL-C_NonIn_S_nodata,inv_204,Found,240846,7.33
BFS,TL-C_NonIn_S_nodata,inv_205,Found,8109,3.49
BFS,TL-C_NonIn_S_nodata,inv_206,Found,240576,7.93
BFS,TL-C_NonIn_S_nodata,inv_207,Found,240562,7.67
BFS,TL-C_NonIn_S_nodata,inv_208,Found,754081,17.51
BFS,TL-C_NonIn_S_nodata,inv_209,Found,4417,3.64
BFS,TL-C_NonIn_S_nodata,inv_210,Found,15046,4.16
BFS,TL-C_NonIn_S_nodata,inv_211,Found,15039,3.67
BFS,TL-C_NonIn_S_nodata,inv_212,Found,71571,4.61
BFS,TL-C_NonIn_S_nodata,inv_213,Found,15520,3.55
BFS,TL-C_NonIn_S_nodata,inv_214,Found,46067,4.07
BFS,TL-C_NonIn_S_nodata,inv_215,Found,46060,4.09
BFS,TL-C_NonIn_S_nodata,inv_216,Found,169206,6.39
BFS,TL-C_NonIn_S_nodata,inv_217,Found,14939,2.96
BFS,TL-C_NonIn_S_nodata,inv_218,Found,44451,4.09
BFS,TL-C_NonIn_S_nodata,inv_219,Found,44444,4.07
BFS,TL-C_NonIn_S_nodata,inv_220,Found,163434,6.24
BFS,TL-C_NonIn_S_nodata,inv_221,Found,71019,4.55
BFS,TL-C_NonIn_S_nodata,inv_222,Found,163284,6.25
BFS,TL-C_NonIn_S_nodata,inv_223,Found,163277,6.46
BFS,TL-C_NonIn_S_nodata,inv_224,Found,515762,13.11
BFS,TL-C_NonIn_S_data,inv_1,Found,1,3.32
BFS,TL-C_NonIn_S_data,inv_2,Found,5406,3.59
BFS,TL-C_NonIn_S_data,inv_3,Found,4796,3.37
BFS,TL-C_NonIn_S_data,inv_4,Found,5368,3.40
BFS,TL-C_NonIn_S_data,inv_5,Found,39427,3.23
BFS,TL-C_NonIn_S_data,inv_6,Found,4441,3.31
BFS,TL-C_NonIn_S_data,inv_7,Found,5259,3.18
BFS,TL-C_NonIn_S_data,inv_8,Found,303186,9.24
BFS,TL-C_NonIn_S_data,inv_9,Found,303148,9.32
BFS,TL-C_NonIn_S_data,inv_10,Found,1140941,26.80
BFS,TL-C_NonIn_S_data,inv_11,Found,3790,3.37
BFS,TL-C_NonIn_S_data,inv_12,Found,5065,3.42
BFS,TL-C_NonIn_S_data,inv_13,Found,295249,9.19
BFS,TL-C_NonIn_S_data,inv_14,Found,295211,9.18
BFS,TL-C_NonIn_S_data,inv_15,Found,1110236,28.15
BFS,TL-C_NonIn_S_data,inv_16,Found,37414,3.95
BFS,TL-C_NonIn_S_data,inv_17,Found,1119648,27.50
BFS,TL-C_NonIn_S_data,inv_18,Found,1119610,19.97
BFS,TL-C_NonIn_S_data,inv_19,Found,3991898,95.96
BFS,TL-C_NonIn_S_data,inv_20,Found,2928,3.35
BFS,TL-C_NonIn_S_data,inv_21,Found,920,3.24
BFS,TL-C_NonIn_S_data,inv_22,Found,2895,3.41
BFS,TL-C_NonIn_S_data,inv_23,Found,2877,3.36
BFS,TL-C_NonIn_S_data,inv_24,Found,20728,3.63
BFS,TL-C_NonIn_S_data,inv_25,Found,69652,4.60
BFS,TL-C_NonIn_S_data,inv_26,Found,191627,5.69
BFS,TL-C_NonIn_S_data,inv_27,Found,191609,5.44
BFS,TL-C_NonIn_S_data,inv_28,Found,734674,16.98
BFS,TL-C_NonIn_S_data,inv_29,Found,67732,3.61
BFS,TL-C_NonIn_S_data,inv_30,Found,186561,7.20
BFS,TL-C_NonIn_S_data,inv_31,Found,186543,7.19
BFS,TL-C_NonIn_S_data,inv_32,Found,715126,18.80
BFS,TL-C_NonIn_S_data,inv_33,Found,297082,9.08
BFS,TL-C_NonIn_S_data,inv_34,Found,720689,19.05
BFS,TL-C_NonIn_S_data,inv_35,Found,720671,18.35
BFS,TL-C_NonIn_S_data,inv_36,Found,2647823,60.24
BFS,TL-C_NonIn_S_data,inv_37,Found,2583,3.31
BFS,TL-C_NonIn_S_data,inv_38,Found,2401,3.30
BFS,TL-C_NonIn_S_data,inv_39,Found,779,3.23
BFS,TL-C_NonIn_S_data,inv_40,Found,4474,3.35
BFS,TL-C_NonIn_S_data,inv_41,Found,4818,3.34
BFS,TL-C_NonIn_S_data,inv_42,Found,167577,6.77
BFS,TL-C_NonIn_S_data,inv_43,Found,873,3.25
BFS,TL-C_NonIn_S_data,inv_44,Found,68431,3.73
BFS,TL-C_NonIn_S_data,inv_45,Found,68393,3.72
BFS,TL-C_NonIn_S_data,inv_46,Found,298794,12.43
BFS,TL-C_NonIn_S_data,inv_47,Found,2819,3.57
BFS,TL-C_NonIn_S_data,inv_48,Found,192025,6.78
BFS,TL-C_NonIn_S_data,inv_49,Found,191987,7.29
BFS,TL-C_NonIn_S_data,inv_50,Found,736787,15.59
BFS,TL-C_NonIn_S_data,inv_51,Found,2721,3.32
BFS,TL-C_NonIn_S_data,inv_52,Found,187778,7.23
BFS,TL-C_NonIn_S_data,inv_53,Found,187740,6.82
BFS,TL-C_NonIn_S_data,inv_54,Found,721367,18.47
BFS,TL-C_NonIn_S_data,inv_55,Found,19594,3.63
BFS,TL-C_NonIn_S_data,inv_56,Found,721033,19.19
BFS,TL-C_NonIn_S_data,inv_57,Found,720995,17.75
BFS,TL-C_NonIn_S_data,inv_58,Found,2649732,63.34
BFS,TL-C_NonIn_S_data,inv_59,Found,10092,3.42
BFS,TL-C_NonIn_S_data,inv_60,Found,38163,3.93
BFS,TL-C_NonIn_S_data,inv_61,Found,38145,5.21
BFS,TL-C_NonIn_S_data,inv_62,Found,188607,7.17
BFS,TL-C_NonIn_S_data,inv_63,Found,38988,3.90
BFS,TL-C_NonIn_S_data,inv_64,Found,118118,5.62
BFS,TL-C_NonIn_S_data,inv_65,Found,118100,5.51
BFS,TL-C_NonIn_S_data,inv_66,Found,474078,9.69
BFS,TL-C_NonIn_S_data,inv_67,Found,37978,3.95
BFS,TL-C_NonIn_S_data,inv_68,Found,115414,5.58
BFS,TL-C_NonIn_S_data,inv_69,Found,115396,5.47
BFS,TL-C_NonIn_S_data,inv_70,Found,464055,13.31
BFS,TL-C_NonIn_S_data,inv_71,Found,187686,7.19
BFS,TL-C_NonIn_S_data,inv_72,Found,463852,13.47
BFS,TL-C_NonIn_S_data,inv_73,Found,463834,13.29
BFS,TL-C_NonIn_S_data,inv_74,Found,1732505,31.57
BFS,TL-C_NonIn_S_data,inv_75,Found,2061,3.29
BFS,TL-C_NonIn_S_data,inv_76,Found,1614,3.27
BFS,TL-C_NonIn_S_data,inv_77,Found,546,3.27
BFS,TL-C_NonIn_S_data,inv_78,Found,2987,3.49
BFS,TL-C_NonIn_S_data,inv_79,Found,3829,3.26
BFS,TL-C_NonIn_S_data,inv_80,Found,122224,5.76
BFS,TL-C_NonIn_S_data,inv_81,Found,25271,3.67
BFS,TL-C_NonIn_S_data,inv_82,Found,189812,6.95
BFS,TL-C_NonIn_S_data,inv_83,Found,189442,7.20
BFS,TL-C_NonIn_S_data,inv_84,Found,728140,17.27
BFS,TL-C_NonIn_S_data,inv_85,Found,190845,7.30
BFS,TL-C_NonIn_S_data,inv_86,Found,1754724,42.35
BFS,TL-C_NonIn_S_data,inv_87,Found,1754654,35.12
BFS,TL-C_NonIn_S_data,inv_88,Found,6016696,149.27
BFS,TL-C_NonIn_S_data,inv_89,Found,183971,6.87
BFS,TL-C_NonIn_S_data,inv_90,Found,1686033,35.68
BFS,TL-C_NonIn_S_data,inv_91,Found,1685963,33.70
BFS,TL-C_NonIn_S_data,inv_92,Found,5763154,141.56
BFS,TL-C_NonIn_S_data,inv_93,Found,703952,15.94
BFS,TL-C_NonIn_S_data,inv_94,Found,5762368,116.78
BFS,TL-C_NonIn_S_data,inv_95,Found,5762298,117.19
BFS,TL-C_NonIn_S_data,inv_96,MemoryOut,0,0
BFS,TL-C_NonIn_S_data,inv_97,Found,38317,4.01
BFS,TL-C_NonIn_S_data,inv_98,Found,116667,5.71
BFS,TL-C_NonIn_S_data,inv_99,Found,116431,5.72
BFS,TL-C_NonIn_S_data,inv_100,Found,468397,13.89
BFS,TL-C_NonIn_S_data,inv_101,Found,470827,13.65
BFS,TL-C_NonIn_S_data,inv_102,Found,1135369,29.14
BFS,TL-C_NonIn_S_data,inv_103,Found,1135334,26.78
BFS,TL-C_NonIn_S_data,inv_104,Found,4043079,99.47
BFS,TL-C_NonIn_S_data,inv_105,Found,453676,11.80
BFS,TL-C_NonIn_S_data,inv_106,Found,1091970,25.54
BFS,TL-C_NonIn_S_data,inv_107,Found,1091935,27.16
BFS,TL-C_NonIn_S_data,inv_108,Found,3876577,91.08
BFS,TL-C_NonIn_S_data,inv_109,Found,1685833,32.24
BFS,TL-C_NonIn_S_data,inv_110,Found,3876141,76.71
BFS,TL-C_NonIn_S_data,inv_111,Found,3876106,86.72
BFS,TL-C_NonIn_S_data,inv_112,MemoryOut,0,0
BFS,TL-C_NonIn_S_data,inv_113,Found,37309,3.98
